ivfrq-100m,ivf,probes,1,54.48,2.151,4.664
ivfrq-100m,ivf,probes,2,69.00,2.581,5.461
ivfrq-100m,ivf,probes,4,82.20,3.547,7.250
ivfrq-100m,ivf,probes,8,90.40,5.551,12.462
ivfrq-100m,ivf,probes,16,95.60,9.293,19.728
ivfrq-100m,ivf,probes,32,97.80,16.636,31.553
ivfrq-100m,ivf,probes,64,98.30,29.253,49.517
ivfrq-100m,ivf,probes,128,98.30,56.864,81.626
ivfrq-100m,ivf,probes,256,98.30,109.595,142.004
